timestamp,proc_stat_cpu_all,proc_stat_cpu_guest,proc_stat_cpu_idle,proc_stat_cpu_iowait,proc_stat_cpu_irq,proc_stat_cpu_nguest,proc_stat_cpu_nice,proc_stat_cpu_num,proc_stat_cpu_soft,proc_stat_cpu_steal,proc_stat_cpu_sys,proc_stat_cpu_user
1458842042,2,0,98,0,0,0,0,24,0,0,0,0
1458842043,4,1,96,0,0,0,0,24,0,0,0,1
1458842044,2,0,98,0,0,0,0,24,0,0,0,1
1458842045,2,0,98,0,0,0,0,24,0,0,0,0
1458842046,4,0,96,0,0,0,0,24,0,0,0,1
1458842047,2,0,98,0,0,0,0,24,0,0,0,0
1458842048,2,0,98,0,0,0,0,24,0,0,0,0
1458842049,5,1,95,0,0,0,0,24,1,0,1,1
1458842050,0,0,120,0,0,0,0,24,0,0,1,1
1458842051,1,0,99,0,0,0,0,24,0,0,0,0
1458842052,5,1,95,0,0,0,0,24,1,0,1,1
1458842053,3,0,97,0,0,0,0,24,0,0,0,1
1458842054,2,0,98,0,0,0,0,24,0,0,0,0
1458842055,4,0,96,0,0,0,0,24,0,0,0,1
1458842056,4,0,96,0,0,0,0,24,1,0,0,1
1458842057,1,0,99,0,0,0,0,24,0,0,0,0
1458842058,4,0,96,0,0,0,0,24,0,0,0,1
1458842059,3,0,97,0,0,0,0,24,0,0,0,1
1458842060,0,0,122,0,0,0,0,24,0,0,1,1
1458842061,4,0,96,0,0,0,0,24,0,0,0,1
1458842062,5,1,95,0,0,0,0,24,1,0,0,1
1458842064,2,0,98,0,0,0,0,24,0,0,0,1
1458842065,4,0,96,0,0,0,0,24,1,0,0,1
1458842066,5,1,95,0,0,0,0,24,1,0,0,1
1458842067,1,0,99,0,0,0,0,24,0,0,0,0
1458842068,4,0,96,0,0,0,0,24,1,0,0,1
1458842069,0,1,153,0,0,0,0,24,1,0,1,1
1458842070,5,1,95,0,0,0,0,24,1,0,1,1
1458842071,0,0,120,0,0,0,0,24,0,0,1,1
1458842072,2,0,98,0,0,0,0,24,0,0,0,0
1458842073,5,1,95,0,0,0,0,24,1,0,0,1
1458842074,3,0,97,0,0,0,0,24,0,0,0,1
1458842075,2,0,98,0,0,0,0,24,0,0,0,0
1458842076,4,1,96,0,0,0,0,24,1,0,0,1
1458842077,4,0,96,0,0,0,0,24,0,0,0,1
1458842078,3,0,97,0,0,0,0,24,0,0,0,1
1458842079,4,0,96,0,0,0,0,24,0,0,0,1
1458842081,2,0,98,0,0,0,0,24,0,0,0,1
1458842082,0,0,122,0,0,0,0,24,1,0,1,1
1458842083,4,1,96,0,0,0,0,24,0,0,0,1
1458842084,5,1,95,0,0,0,0,24,1,0,0,1
1458842085,1,0,99,0,0,0,0,24,0,0,0,0
1458842086,4,0,96,0,0,0,0,24,0,0,0,1
1458842087,5,1,95,0,0,0,0,24,1,0,1,1
1458842088,2,0,98,0,0,0,0,24,0,0,0,0
1458842089,3,0,97,0,0,0,0,24,0,0,0,1
1458842090,5,1,95,0,0,0,0,24,1,0,1,1
1458842091,1,0,99,0,0,0,0,24,0,0,0,0
1458842092,0,0,121,0,0,0,0,24,0,0,1,1
1458842093,6,1,94,0,0,0,0,24,1,0,0,1
1458842094,2,0,98,0,0,0,0,24,0,0,0,0
1458842095,3,1,97,0,0,0,0,24,0,0,0,1
1458842096,6,1,94,0,0,0,0,24,1,0,1,2
1458842097,1,0,99,0,0,0,0,24,0,0,0,0
1458842098,4,0,96,0,0,0,0,24,0,0,0,1
1458842099,4,1,96,0,0,0,0,24,1,0,0,1
1458842100,2,0,98,0,0,0,0,24,0,0,0,0
1458842101,5,1,95,0,0,0,0,24,1,0,0,1
1458842103,0,0,119,0,0,0,0,24,0,0,1,1
1458842104,4,1,96,0,0,0,0,24,0,0,0,1
1458842105,2,0,98,0,0,0,0,24,0,0,0,0
1458842106,6,1,94,0,0,0,0,24,1,0,1,1
1458842107,2,0,98,0,0,0,0,24,0,0,0,0
1458842108,2,0,98,0,0,0,0,24,0,0,0,0
1458842109,5,1,95,0,0,0,0,24,1,0,0,1
1458842110,3,0,97,0,0,0,0,24,0,0,0,0
1458842111,3,0,97,0,0,0,0,24,0,0,0,1
1458842112,4,0,96,0,0,0,0,24,0,0,0,1
1458842113,0,1,119,0,0,0,0,24,1,0,1,1
1458842114,1,0,99,0,0,0,0,24,0,0,0,0
1458842115,4,1,96,0,0,0,0,24,1,0,0,1
1458842116,4,1,96,0,0,0,0,24,0,0,0,1
1458842117,1,0,99,0,0,0,0,24,0,0,0,0
1458842118,5,1,95,0,0,0,0,24,1,0,0,1
1458842119,4,1,96,0,0,0,0,24,1,0,0,1
1458842120,1,0,99,0,0,0,0,24,0,0,0,0
1458842121,4,1,96,0,0,0,0,24,0,0,0,1
1458842122,4,0,96,0,0,0,0,24,1,0,0,1
1458842123,0,0,124,0,0,0,0,24,0,0,1,1
1458842124,3,0,97,0,0,0,0,24,0,0,0,1
1458842125,5,1,95,0,0,0,0,24,1,0,0,1
1458842126,2,0,98,0,0,0,0,24,0,0,0,0
1458842127,4,1,96,0,0,0,0,24,0,0,0,1
1458842128,5,1,95,0,0,0,0,24,1,0,0,1
1458842129,1,0,99,0,0,0,0,24,0,0,0,0
1458842130,4,0,96,0,0,0,0,24,0,0,0,1
1458842131,5,1,95,0,0,0,0,24,1,0,0,1
1458842132,1,0,99,0,0,0,0,24,0,0,0,0
1458842134,0,1,122,0,0,0,0,24,1,0,1,1
1458842135,5,1,95,0,0,0,0,24,1,0,0,1
1458842136,3,0,97,0,0,0,0,24,0,0,0,1
1458842137,2,0,98,0,0,0,0,24,0,0,0,0
1458842138,6,1,94,0,0,0,0,24,1,0,1,1
1458842139,3,0,97,0,0,0,0,24,0,0,0,0
1458842140,2,0,98,0,0,0,0,24,0,0,0,0
1458842141,5,1,95,0,0,0,0,24,1,0,0,1
1458842142,2,0,98,0,0,0,0,24,0,0,0,0
1458842143,2,0,98,0,0,0,0,24,0,0,0,0
1458842144,0,1,121,0,0,0,0,24,1,0,2,1
1458842145,4,1,96,0,0,0,0,24,1,0,0,1
1458842146,1,0,99,0,0,0,0,24,0,0,0,0
1458842147,3,0,97,0,0,0,0,24,0,0,0,1
1458842148,4,1,96,0,0,0,0,24,1,0,0,1
1458842149,1,0,99,0,0,0,0,24,0,0,0,0
1458842150,3,0,97,0,0,0,0,24,0,0,0,1
1458842151,3,0,97,0,0,0,0,24,0,0,0,1
1458842152,1,0,99,0,0,0,0,24,0,0,0,0
1458842153,4,0,96,0,0,0,0,24,0,0,0,1
1458842154,0,1,120,0,0,0,0,24,0,0,1,1
1458842155,2,0,98,0,0,0,0,24,0,0,0,0
1458842156,4,0,96,0,0,0,0,24,0,0,0,1
1458842157,5,1,95,0,0,0,0,24,1,0,1,1
1458842158,2,0,98,0,0,0,0,24,0,0,0,0
1458842159,3,0,97,0,0,0,0,24,0,0,0,1
1458842160,5,1,95,0,0,0,0,24,1,0,0,1
1458842161,1,0,99,0,0,0,0,24,0,0,0,0
1458842162,3,0,97,0,0,0,0,24,0,0,0,1
1458842163,5,1,95,0,0,0,0,24,1,0,1,1
1458842165,0,0,122,0,0,0,0,24,0,0,1,1
1458842166,1,0,99,0,0,0,0,24,0,0,0,0
1458842167,4,1,96,0,0,0,0,24,1,0,0,1
1458842168,3,0,97,0,0,0,0,24,0,0,0,1
1458842169,1,0,99,0,0,0,0,24,0,0,0,0
1458842170,4,1,96,0,0,0,0,24,1,0,0,1
1458842171,2,0,98,0,0,0,0,24,0,0,0,1
1458842172,3,0,97,0,0,0,0,24,0,0,0,0
1458842173,5,0,95,0,0,0,0,24,0,0,0,1
1458842174,3,0,97,0,0,0,0,24,0,0,0,0
1458842175,0,0,120,0,0,0,0,24,1,0,1,1
1458842176,4,1,96,0,0,0,0,24,1,0,0,1
1458842177,4,1,96,0,0,0,0,24,0,0,0,1
1458842178,1,0,99,0,0,0,0,24,0,0,0,0
1458842179,4,1,96,0,0,0,0,24,0,0,0,1
1458842180,5,0,95,0,0,0,0,24,1,0,0,1
1458842181,1,0,99,0,0,0,0,24,0,0,0,0
1458842182,4,0,96,0,0,0,0,24,1,0,0,1
1458842183,4,0,96,0,0,0,0,24,0,0,0,1
1458842184,1,0,99,0,0,0,0,24,0,0,0,0
1458842185,0,1,120,0,0,0,0,24,1,0,2,1
1458842186,5,1,95,0,0,0,0,24,1,0,0,1
1458842187,1,0,99,0,0,0,0,24,0,0,0,0
1458842189,3,0,97,0,0,0,0,24,0,0,0,1
1458842190,6,1,94,0,0,0,0,24,1,0,1,1
1458842191,1,0,99,0,0,0,0,24,0,0,0,0
1458842192,4,1,96,0,0,0,0,24,0,0,0,1
1458842193,4,0,96,0,0,0,0,24,0,0,0,1
1458842194,0,1,154,0,0,0,0,24,0,0,0,2
1458842195,1,0,99,0,0,0,0,24,0,0,0,0
1458842196,0,1,125,0,0,0,0,24,1,0,2,1
1458842197,4,1,96,0,0,0,0,24,1,0,0,1
1458842199,4,0,96,0,0,0,0,24,0,0,0,1
1458842200,1,0,99,0,0,0,0,24,0,0,0,0
1458842201,4,1,96,0,0,0,0,24,0,0,0,1
1458842202,5,1,95,0,0,0,0,24,1,0,0,1
1458842203,2,0,98,0,0,0,0,24,0,0,0,0
1458842204,4,0,96,0,0,0,0,24,0,0,0,1
1458842205,5,1,95,0,0,0,0,24,1,0,0,1
1458842206,3,0,97,0,0,0,0,24,0,0,0,0
1458842207,0,1,124,0,0,0,0,24,1,0,2,1
1458842208,4,1,96,0,0,0,0,24,0,0,1,1
1458842209,2,0,98,0,0,0,0,24,0,0,0,0
1458842210,4,1,96,0,0,0,0,24,0,0,0,1
1458842211,4,1,96,0,0,0,0,24,0,0,0,1
1458842212,2,0,98,0,0,0,0,24,0,0,0,0
1458842213,4,0,96,0,0,0,0,24,1,0,0,1
1458842214,5,0,95,0,0,0,0,24,1,0,0,1
1458842215,1,0,99,0,0,0,0,24,0,0,0,0
1458842216,5,0,95,0,0,0,0,24,0,0,1,1
1458842217,0,1,122,0,0,0,0,24,1,0,1,1
1458842218,4,0,96,0,0,0,0,24,0,0,0,1
1458842219,3,0,97,0,0,0,0,24,0,0,0,1
1458842220,4,1,96,0,0,0,0,24,0,0,0,1
1458842221,3,0,97,0,0,0,0,24,0,0,0,1
1458842222,3,0,97,0,0,0,0,24,0,0,0,1
1458842223,5,1,95,0,0,0,0,24,1,0,1,1
1458842224,2,0,98,0,0,0,0,24,0,0,0,0
1458842225,3,0,97,0,0,0,0,24,0,0,0,1
1458842226,4,1,96,0,0,0,0,24,1,0,0,1
1458842228,0,1,119,0,0,0,0,24,1,0,1,1
1458842229,1,0,99,0,0,0,0,24,0,0,0,0
1458842230,4,1,96,0,0,0,0,24,0,0,0,1
1458842231,4,0,96,0,0,0,0,24,0,0,0,1
1458842232,1,0,99,0,0,0,0,24,0,0,0,0
1458842233,3,0,97,0,0,0,0,24,0,0,0,1
1458842234,5,0,95,0,0,0,0,24,1,0,1,1
1458842235,2,0,98,0,0,0,0,24,0,0,0,0
1458842236,4,1,96,0,0,0,0,24,0,0,0,1
1458842237,3,0,97,0,0,0,0,24,0,0,0,1
1458842238,0,0,125,0,0,0,0,24,0,0,1,1
1458842239,3,0,97,0,0,0,0,24,0,0,0,1
1458842240,4,1,96,0,0,0,0,24,0,0,0,1
1458842241,2,0,98,0,0,0,0,24,0,0,0,0
1458842242,2,0,98,0,0,0,0,24,0,0,0,1
1458842243,4,1,96,0,0,0,0,24,1,0,0,1
1458842244,2,0,98,0,0,0,0,24,0,0,0,0
1458842245,2,0,98,0,0,0,0,24,0,0,0,1
1458842246,5,1,95,0,0,0,0,24,1,0,0,1
1458842247,2,0,98,0,0,0,0,24,0,0,0,0
1458842248,0,0,120,0,0,0,0,24,1,0,1,1
1458842249,4,1,96,0,0,0,0,24,1,0,0,1
1458842250,3,1,97,0,0,0,0,24,0,0,0,1
1458842251,2,0,98,0,0,0,0,24,0,0,0,0
1458842252,5,1,95,0,0,0,0,24,1,0,1,1
1458842253,4,0,96,0,0,0,0,24,0,0,0,1
1458842254,2,0,98,0,0,0,0,24,0,0,0,0
1458842255,5,1,95,0,0,0,0,24,1,0,0,1
1458842256,3,0,97,0,0,0,0,24,0,0,0,1
1458842258,2,0,98,0,0,0,0,24,0,0,0,0
1458842259,0,1,119,0,0,0,0,24,1,0,1,1
1458842260,5,1,95,0,0,0,0,24,0,0,0,1
1458842261,1,0,99,0,0,0,0,24,0,0,0,0
1458842262,5,1,95,0,0,0,0,24,1,0,0,1
1458842263,5,1,95,0,0,0,0,24,1,0,0,1
1458842264,1,0,99,0,0,0,0,24,0,0,0,0
1458842265,4,0,96,0,0,0,0,24,1,0,0,1
1458842266,4,0,96,0,0,0,0,24,0,0,0,1
1458842267,1,0,99,0,0,0,0,24,0,0,0,0
1458842268,4,0,96,0,0,0,0,24,1,0,0,1
1458842269,0,0,121,0,0,0,0,24,1,0,1,1
1458842270,2,0,98,0,0,0,0,24,0,0,0,0
1458842271,4,0,96,0,0,0,0,24,0,0,0,1
1458842272,4,0,96,0,0,0,0,24,0,0,0,1
1458842273,2,0,98,0,0,0,0,24,0,0,0,1
1458842274,4,0,96,0,0,0,0,24,1,0,0,1
1458842275,4,1,96,0,0,0,0,24,1,0,0,1
1458842276,2,0,98,0,0,0,0,24,0,0,0,1
1458842277,3,0,97,0,0,0,0,24,0,0,0,1
1458842278,5,1,95,0,0,0,0,24,1,0,0,1
1458842280,0,0,120,0,0,0,0,24,0,0,1,1
1458842281,2,0,98,0,0,0,0,24,0,0,0,0
1458842282,5,1,95,0,0,0,0,24,0,0,0,1
1458842283,2,0,98,0,0,0,0,24,0,0,0,0
1458842284,2,0,98,0,0,0,0,24,0,0,0,0
1458842285,4,0,96,0,0,0,0,24,0,0,0,1
1458842286,3,0,97,0,0,0,0,24,0,0,0,1
1458842287,2,0,98,0,0,0,0,24,0,0,0,0
1458842288,4,1,96,0,0,0,0,24,1,0,0,1
1458842289,2,0,98,0,0,0,0,24,0,0,0,0
1458842290,0,0,122,0,0,0,0,24,1,0,1,1
1458842291,4,1,96,0,0,0,0,24,0,0,0,1
1458842292,4,1,96,0,0,0,0,24,1,0,0,1
1458842293,1,0,99,0,0,0,0,24,0,0,0,1
1458842294,5,1,95,0,0,0,0,24,1,0,0,1
1458842295,4,1,96,0,0,0,0,24,0,0,0,1
1458842296,1,0,99,0,0,0,0,24,0,0,0,0
1458842297,4,1,96,0,0,0,0,24,0,0,0,1
1458842298,4,1,96,0,0,0,0,24,1,0,0,1
1458842299,1,0,99,0,0,0,0,24,0,0,0,0
1458842300,0,1,119,0,0,0,0,24,1,0,1,1
1458842301,3,0,97,0,0,0,0,24,1,0,0,1
1458842302,1,0,99,0,0,0,0,24,0,0,0,0
1458842303,4,1,96,0,0,0,0,24,0,0,0,1
1458842304,4,0,96,0,0,0,0,24,1,0,0,1
1458842305,1,0,99,0,0,0,0,24,0,0,0,0
1458842306,3,0,97,0,0,0,0,24,0,0,0,1
1458842307,4,0,96,0,0,0,0,24,0,0,0,1
1458842308,1,0,99,0,0,0,0,24,0,0,0,0
1458842309,4,0,96,0,0,0,0,24,0,0,0,1
1458842311,0,0,121,0,0,0,0,24,0,0,1,1
1458842312,3,0,97,0,0,0,0,24,0,0,0,1
1458842313,2,0,98,0,0,0,0,24,0,0,0,0
1458842314,5,1,95,0,0,0,0,24,1,0,0,1
1458842315,3,0,97,0,0,0,0,24,0,0,0,1
1458842316,2,0,98,0,0,0,0,24,0,0,0,0
1458842317,4,0,96,0,0,0,0,24,1,0,0,1
1458842318,3,0,97,0,0,0,0,24,0,0,0,1
1458842319,0,1,152,0,0,0,0,24,1,0,1,2
1458842320,2,0,98,0,0,0,0,24,0,0,0,0
1458842322,0,1,121,0,0,0,0,24,0,0,1,1
1458842323,5,1,95,0,0,0,0,24,1,0,0,1
1458842324,2,0,98,0,0,0,0,24,0,0,0,0
1458842325,5,1,95,0,0,0,0,24,1,0,1,1
1458842326,5,1,95,0,0,0,0,24,0,0,1,1
1458842327,1,0,99,0,0,0,0,24,0,0,0,0
1458842328,4,0,96,0,0,0,0,24,0,0,0,1
1458842329,4,1,96,0,0,0,0,24,1,0,0,1
1458842330,1,0,99,0,0,0,0,24,0,0,0,0
1458842331,4,0,96,0,0,0,0,24,0,0,0,1
1458842332,0,1,122,0,0,0,0,24,0,0,1,1
1458842333,3,0,97,0,0,0,0,24,0,0,0,1
1458842334,2,0,98,0,0,0,0,24,0,0,0,1
1458842335,4,0,96,0,0,0,0,24,0,0,0,1
1458842336,4,0,96,0,0,0,0,24,0,0,0,1
1458842337,2,0,98,0,0,0,0,24,0,0,0,0
1458842338,4,0,96,0,0,0,0,24,0,0,0,1
1458842339,3,0,97,0,0,0,0,24,0,0,0,1
1458842340,2,0,98,0,0,0,0,24,0,0,0,0
1458842341,5,0,95,0,0,0,0,24,1,0,0,1
1458842342,0,0,126,0,0,0,0,24,0,0,1,1
1458842343,2,0,98,0,0,0,0,24,0,0,0,0
1458842344,6,1,94,0,0,0,0,24,1,0,1,1
1458842345,3,0,97,0,0,0,0,24,0,0,0,1
1458842346,1,0,99,0,0,0,0,24,0,0,0,0
1458842347,5,1,95,0,0,0,0,24,1,0,1,1
1458842348,4,0,96,0,0,0,0,24,0,0,0,1
1458842349,1,0,99,0,0,0,0,24,0,0,0,0
1458842350,4,0,96,0,0,0,0,24,1,0,0,1
1458842351,4,0,96,0,0,0,0,24,1,0,0,1
1458842353,0,0,122,0,0,0,0,24,0,0,1,1
1458842354,3,0,97,0,0,0,0,24,0,0,0,1
1458842355,5,1,95,0,0,0,0,24,1,0,0,1
1458842356,1,0,99,0,0,0,0,24,0,0,0,0
1458842357,2,0,98,0,0,0,0,24,0,0,0,1
1458842358,5,0,95,0,0,0,0,24,1,0,1,1
1458842359,1,0,99,0,0,0,0,24,0,0,0,0
1458842360,3,0,97,0,0,0,0,24,0,0,0,1
1458842361,5,1,95,0,0,0,0,24,1,0,0,1
1458842362,1,0,99,0,0,0,0,24,0,0,0,0
1458842363,0,1,120,0,0,0,0,24,1,0,1,2
1458842364,5,1,95,0,0,0,0,24,1,0,0,1
1458842365,3,0,97,0,0,0,0,24,0,0,0,1
1458842366,2,0,98,0,0,0,0,24,0,0,0,0
1458842367,5,1,95,0,0,0,0,24,1,0,0,1
1458842368,3,0,97,0,0,0,0,24,0,0,0,1
1458842369,3,0,97,0,0,0,0,24,0,0,0,1
1458842370,5,1,95,0,0,0,0,24,1,0,0,1
1458842371,2,0,98,0,0,0,0,24,0,0,0,0
1458842372,3,0,97,0,0,0,0,24,0,0,0,1
1458842373,0,1,119,0,0,0,0,24,1,0,2,1
1458842374,5,1,95,0,0,0,0,24,0,0,0,1
1458842376,1,0,99,0,0,0,0,24,0,0,0,0
1458842377,5,1,95,0,0,0,0,24,1,0,0,1
1458842378,4,0,96,0,0,0,0,24,0,0,0,1
1458842379,1,0,99,0,0,0,0,24,0,0,0,0
1458842380,6,1,94,0,0,0,0,24,1,0,0,1
1458842381,3,0,97,0,0,0,0,24,0,0,0,1
1458842382,2,0,98,0,0,0,0,24,0,0,0,0
1458842383,4,0,96,0,0,0,0,24,1,0,0,1
1458842384,0,0,121,0,0,0,0,24,0,0,1,1
1458842385,1,0,99,0,0,0,0,24,0,0,0,0
1458842386,4,0,96,0,0,0,0,24,1,0,0,1
1458842387,3,0,97,0,0,0,0,24,0,0,0,1
1458842388,2,0,98,0,0,0,0,24,0,0,0,0
1458842389,3,0,97,0,0,0,0,24,0,0,0,1
1458842390,5,1,95,0,0,0,0,24,0,0,0,1
1458842391,1,0,99,0,0,0,0,24,0,0,0,0
1458842392,4,1,96,0,0,0,0,24,0,0,0,1
1458842393,4,1,96,0,0,0,0,24,0,0,0,1
1458842394,0,0,120,0,0,0,0,24,0,0,1,1
1458842395,1,0,99,0,0,0,0,24,0,0,0,0
1458842396,5,1,95,0,0,0,0,24,1,0,0,2
1458842397,2,0,98,0,0,0,0,24,0,0,0,0
1458842398,3,0,97,0,0,0,0,24,0,0,0,0
1458842399,4,1,96,0,0,0,0,24,0,0,0,1
1458842400,2,0,98,0,0,0,0,24,0,0,0,0
1458842401,5,0,95,0,0,0,0,24,0,0,1,2
1458842402,4,0,96,0,0,0,0,24,0,0,0,1
1458842403,3,0,97,0,0,0,0,24,0,0,0,1
1458842405,0,1,122,0,0,0,0,24,0,0,1,1
1458842406,4,0,96,0,0,0,0,24,0,0,0,1
1458842407,3,0,97,0,0,0,0,24,0,0,0,1
1458842408,1,0,99,0,0,0,0,24,0,0,0,0
1458842409,4,1,96,0,0,0,0,24,0,0,0,1
1458842410,3,0,97,0,0,0,0,24,0,0,0,1
1458842411,1,0,99,0,0,0,0,24,0,0,0,0
1458842412,4,0,96,0,0,0,0,24,0,0,0,1
1458842413,5,1,95,0,0,0,0,24,0,0,1,1
1458842414,2,0,98,0,0,0,0,24,0,0,0,1
1458842415,0,0,122,0,0,0,0,24,0,0,1,1
1458842416,6,1,94,0,0,0,0,24,1,0,1,1
1458842417,1,0,99,0,0,0,0,24,0,0,0,0
1458842418,4,0,96,0,0,0,0,24,1,0,0,1
1458842419,4,0,96,0,0,0,0,24,0,0,1,1
1458842420,2,0,98,0,0,0,0,24,0,0,0,0
1458842421,4,0,96,0,0,0,0,24,1,0,0,0
1458842422,3,0,97,0,0,0,0,24,0,0,0,1
1458842423,2,0,98,0,0,0,0,24,0,0,0,0
1458842424,3,0,97,0,0,0,0,24,0,0,0,1
1458842425,0,0,119,0,0,0,0,24,0,0,1,1
1458842426,2,0,98,0,0,0,0,24,0,0,0,0
1458842427,2,0,98,0,0,0,0,24,0,0,0,0
1458842428,3,0,97,0,0,0,0,24,0,0,0,1
1458842429,2,0,98,0,0,0,0,24,0,0,0,1
1458842430,2,0,98,0,0,0,0,24,0,0,0,0
1458842431,5,1,95,0,0,0,0,24,1,0,0,1
1458842432,2,0,98,0,0,0,0,24,0,0,0,0
1458842433,3,0,97,0,0,0,0,24,0,0,0,1
1458842434,5,1,95,0,0,0,0,24,1,0,0,1
1458842436,0,0,119,0,0,0,0,24,0,0,1,1
1458842437,1,0,99,0,0,0,0,24,0,0,0,0
1458842438,5,1,95,0,0,0,0,24,0,0,1,1
1458842439,3,0,97,0,0,0,0,24,0,0,0,1
1458842440,2,0,98,0,0,0,0,24,0,0,0,0
1458842441,4,1,96,0,0,0,0,24,1,0,0,1
1458842442,3,0,97,0,0,0,0,24,0,0,0,1
1458842443,2,0,98,0,0,0,0,24,0,0,0,0
1458842444,0,1,156,0,0,0,0,24,1,0,1,1
1458842445,4,1,96,0,0,0,0,24,1,0,0,1
1458842447,0,0,121,0,0,0,0,24,0,0,1,1
1458842448,2,0,98,0,0,0,0,24,0,0,0,1
1458842449,3,0,97,0,0,0,0,24,0,0,0,0
1458842450,4,0,96,0,0,0,0,24,1,0,0,1
1458842451,1,0,99,0,0,0,0,24,0,0,0,0
1458842452,4,0,96,0,0,0,0,24,0,0,0,1
1458842453,4,0,96,0,0,0,0,24,0,0,0,1
1458842454,2,0,98,0,0,0,0,24,0,0,0,0
1458842455,4,0,96,0,0,0,0,24,1,0,0,1
1458842456,5,1,95,0,0,0,0,24,1,0,1,1
1458842457,0,0,121,0,0,0,0,24,0,0,1,1
1458842458,2,0,98,0,0,0,0,24,0,0,0,0
1458842459,4,0,96,0,0,0,0,24,0,0,0,1
1458842460,3,0,97,0,0,0,0,24,0,0,0,1
1458842461,2,0,98,0,0,0,0,24,0,0,0,0
1458842462,5,1,95,0,0,0,0,24,0,0,0,1
1458842463,3,1,97,0,0,0,0,24,0,0,0,1
1458842464,2,0,98,0,0,0,0,24,0,0,0,1
1458842465,4,0,96,0,0,0,0,24,0,0,0,1
1458842466,4,0,96,0,0,0,0,24,0,0,0,1
1458842467,0,0,120,0,0,0,0,24,0,0,1,0
1458842468,3,0,97,0,0,0,0,24,0,0,0,1
1458842469,5,1,95,0,0,0,0,24,1,0,1,1
1458842470,1,0,99,0,0,0,0,24,0,0,0,0
1458842471,4,1,96,0,0,0,0,24,0,0,0,1
1458842472,4,1,96,0,0,0,0,24,1,0,0,1
1458842473,1,0,99,0,0,0,0,24,0,0,0,0
1458842474,3,0,97,0,0,0,0,24,0,0,0,1
1458842475,6,1,94,0,0,0,0,24,1,0,0,1
1458842476,1,0,99,0,0,0,0,24,0,0,0,0
1458842478,0,1,120,0,0,0,0,24,0,0,1,1
1458842479,5,1,95,0,0,0,0,24,1,0,1,1
1458842480,2,0,98,0,0,0,0,24,0,0,0,0
1458842481,3,0,97,0,0,0,0,24,1,0,0,1
1458842482,4,0,96,0,0,0,0,24,0,0,0,1
1458842483,2,0,98,0,0,0,0,24,0,0,0,1
1458842484,3,0,97,0,0,0,0,24,0,0,0,1
1458842485,4,1,96,0,0,0,0,24,1,0,0,1
1458842486,1,0,99,0,0,0,0,24,0,0,0,0
1458842487,3,0,97,0,0,0,0,24,0,0,0,1
1458842488,0,1,122,0,0,0,0,24,0,0,2,1
1458842489,3,0,97,0,0,0,0,24,0,0,0,0
1458842490,2,0,98,0,0,0,0,24,0,0,0,0
1458842491,4,1,96,0,0,0,0,24,0,0,0,1
1458842492,4,0,96,0,0,0,0,24,0,0,0,1
1458842493,2,0,98,0,0,0,0,24,0,0,0,1
1458842494,4,1,96,0,0,0,0,24,0,0,0,1
1458842495,4,0,96,0,0,0,0,24,0,0,0,1
1458842496,3,0,97,0,0,0,0,24,0,0,0,0
1458842497,4,1,96,0,0,0,0,24,1,0,0,1
1458842498,0,0,120,0,0,0,0,24,1,0,2,1
1458842499,1,0,99,0,0,0,0,24,0,0,0,0
1458842500,4,1,96,0,0,0,0,24,1,0,0,1
1458842501,4,0,96,0,0,0,0,24,0,0,0,1
1458842503,2,0,98,0,0,0,0,24,0,0,0,0
1458842504,5,0,95,0,0,0,0,24,0,0,0,1
1458842505,4,0,96,0,0,0,0,24,1,0,0,1
1458842506,1,0,99,0,0,0,0,24,0,0,0,0
1458842507,4,0,96,0,0,0,0,24,0,0,0,1
1458842508,4,0,96,0,0,0,0,24,0,0,0,1
1458842509,0,0,124,0,0,0,0,24,0,0,1,0
1458842510,2,0,98,0,0,0,0,24,0,0,0,1
1458842511,6,1,94,0,0,0,0,24,1,0,1,1
1458842512,2,0,98,0,0,0,0,24,0,0,0,0
1458842513,3,0,97,0,0,0,0,24,0,0,0,1
1458842514,4,1,96,0,0,0,0,24,0,0,0,1
1458842515,1,0,99,0,0,0,0,24,0,0,0,0
1458842516,4,0,96,0,0,0,0,24,0,0,0,1
1458842517,3,0,97,0,0,0,0,24,0,0,0,1
1458842518,1,0,99,0,0,0,0,24,0,0,0,0
1458842519,0,0,123,0,0,0,0,24,0,0,1,1
1458842520,4,1,96,0,0,0,0,24,0,0,0,1
1458842521,3,0,97,0,0,0,0,24,0,0,0,1
1458842522,2,0,98,0,0,0,0,24,0,0,0,0
1458842523,5,1,95,0,0,0,0,24,1,0,1,1
1458842524,4,1,96,0,0,0,0,24,0,0,0,1
1458842525,2,0,98,0,0,0,0,24,0,0,0,0
1458842526,4,1,96,0,0,0,0,24,1,0,0,1
1458842527,3,0,97,0,0,0,0,24,0,0,0,1
1458842528,1,0,99,0,0,0,0,24,0,0,0,0
1458842530,0,1,120,0,0,0,0,24,1,0,2,1
1458842531,4,1,96,0,0,0,0,24,0,0,0,1
1458842532,1,0,99,0,0,0,0,24,0,0,0,0
1458842533,4,0,96,0,0,0,0,24,0,0,0,1
1458842534,5,0,95,0,0,0,0,24,1,0,0,1
1458842535,1,0,99,0,0,0,0,24,0,0,0,0
1458842536,4,0,96,0,0,0,0,24,0,0,0,1
1458842537,4,1,96,0,0,0,0,24,0,0,0,1
1458842538,1,0,99,0,0,0,0,24,0,0,0,0
